-81.2989,28.4158
-72.9236,41.31
-74.0059,40.7127
-74.2624,40.7915
-75.9117,42.1022
-86.148,39.791
-118.25,34.05
-115.1739,36.1215
-96.797,32.7767
-90.1978,38.6272
-96.0,41.25
-121.4689,38.5556
-122.4167,37.7833
-90.0667,29.95
-90.1847,32.2989
-86.2792,32.3617
-80.8433,35.2269
-86.813,33.525
-89.9711,35.1174
-84.39,33.755
-80.8966,34.0298
-77.4667,37.5333
-76.2,36.9167
-84.2533,30.455
-95.3698,29.7604
-87.6847,41.8369
-85.7667,38.25
-81.6697,41.4822
-75.1667,39.95
-76.6167,39.2833
-80.2089,25.7753
-122.3331,47.6097
-157.8167,21.3
-87.95,43.05
-83.0458,42.3314
-77.4111,39.4139
-77.0164,38.9047
-81.6614,30.3369

Inverse of Distance,0.0022062799246468515
Problem,Traveling Sales Problem
Algorithm,SA
Temperature,100000000000.0
Cooling,0.95
Iterations,1000
Population,100
Mating,50
Mutation,25
Samples,500
To Keep,100
Run,1
