-75.1667,39.95
-96.0,41.25
-121.4689,38.5556
-122.3331,47.6097
-75.9117,42.1022
-80.8433,35.2269
-76.2,36.9167
-74.0059,40.7127
-72.9236,41.31
-115.1739,36.1215
-87.95,43.05
-157.8167,21.3
-80.8966,34.0298
-84.39,33.755
-85.7667,38.25
-81.6614,30.3369
-81.6697,41.4822
-90.1847,32.2989
-77.0164,38.9047
-90.1978,38.6272
-76.6167,39.2833
-89.9711,35.1174
-122.4167,37.7833
-84.2533,30.455
-77.4111,39.4139
-81.2989,28.4158
-86.148,39.791
-96.797,32.7767
-86.2792,32.3617
-74.2624,40.7915
-80.2089,25.7753
-83.0458,42.3314
-90.0667,29.95
-77.4667,37.5333
-86.813,33.525
-118.25,34.05
-87.6847,41.8369
-95.3698,29.7604

Inverse of Distance,0.0013225793033159524
Problem,Traveling Sales Problem
Algorithm,SA
Temperature,200000000000.0
Cooling,200.0
Iterations,10000
Population,100
Mating,50
Mutation,20
Samples,200
To Keep,20
Run,10
