-80.2089,25.7753
-81.2989,28.4158
-81.6614,30.3369
-76.2,36.9167
-76.6167,39.2833
-77.0164,38.9047
-77.4667,37.5333
-80.8433,35.2269
-80.8966,34.0298
-84.39,33.755
-84.2533,30.455
-86.2792,32.3617
-90.1847,32.2989
-95.3698,29.7604
-96.797,32.7767
-122.4167,37.7833
-121.4689,38.5556
-96.0,41.25
-87.95,43.05
-83.0458,42.3314
-81.6697,41.4822
-86.148,39.791
-85.7667,38.25
-90.1978,38.6272
-89.9711,35.1174
-86.813,33.525
-77.4111,39.4139
-74.2624,40.7915
-72.9236,41.31
-74.0059,40.7127
-75.1667,39.95
-75.9117,42.1022
-87.6847,41.8369
-115.1739,36.1215
-118.25,34.05
-157.8167,21.3
-122.3331,47.6097
-90.0667,29.95

Inverse of Distance,0.003039968645887069
Problem,Traveling Sales Problem
Algorithm,RHC
Temperature,900000000000.0
Cooling,900.0
Iterations,4000
Population,40
Mating,20
Mutation,8
Samples,200
To Keep,20
Run,4
