Evaluation Function Value,4015.5535530377006

Problem,Knapsack
Algorithm,SA
Temperature,200000000000.0
Cooling,0.95
Iterations,2000
Run,6
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
